loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,loan_term_months
LN001035,2023-12,158597,5.063,700-739,90-95,<20,IL,Purchase,Primary,Single_Family,ServicerD,360
LN001036,2023-03,321762,4.632,780+,70-80,20-30,OK,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN001037,2023-07,96007,5.907,660-699,>95,30-40,TN,Refinance_NoCashout,Investment,Multi_Family,ServicerC,360
LN001038,2022-12,210705,5.859,660-699,70-80,>50,AZ,Refinance_NoCashout,Investment,Multi_Family,ServicerD,360
LN001039,2023-02,141863,3.859,780+,60-70,20-30,AL,Purchase,Primary,Multi_Family,ServicerC,360
LN001040,2022-10,124986,5.438,700-739,90-95,>50,WA,Purchase,Primary,Single_Family,ServicerC,360
LN001041,2023-01,113338,5.663,660-699,70-80,20-30,OR,Purchase,Investment,Single_Family,ServicerB,360
LN001042,2023-02,103150,4.461,740-779,80-90,20-30,MD,Purchase,Second_Home,Single_Family,ServicerA,360
LN001043,2023-10,93949,6.097,<620,90-95,>50,WA,Refinance_Cashout,Primary,Townhouse,ServicerE,360
LN001044,2023-02,206493,4.614,740-779,70-80,>50,KY,Purchase,Primary,Condo,ServicerC,360
LN001045,2022-11,236655,4.701,780+,90-95,20-30,CT,Refinance_Cashout,Investment,Single_Family,ServicerE,240
LN001046,2023-04,108687,5.238,700-739,90-95,>50,UT,Refinance_Cashout,Second_Home,Multi_Family,ServicerB,360
LN001047,2022-08,291103,5.727,660-699,80-90,40-50,NY,Purchase,Primary,Single_Family,ServicerB,360
LN001048,2022-10,150574,5.708,660-699,80-90,20-30,WA,Purchase,Primary,Condo,ServicerA,240
LN001049,2022-06,150493,5.772,660-699,70-80,40-50,MD,Refinance_NoCashout,Primary,Townhouse,ServicerB,360
LN001050,2023-03,197751,6.299,660-699,<60,30-40,CT,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN001051,2023-06,125225,4.173,780+,80-90,30-40,CO,Purchase,Primary,Single_Family,ServicerC,180
LN001052,2023-11,417891,6.43,<620,80-90,20-30,LA,Purchase,Primary,Condo,ServicerE,240
LN001053,2023-09,191580,5.619,740-779,70-80,20-30,SC,Purchase,Primary,Condo,ServicerC,360
LN001054,2022-11,141261,5.742,660-699,70-80,30-40,IL,Refinance_Cashout,Primary,Multi_Family,ServicerC,360
LN001055,2022-08,178473,5.306,660-699,<60,40-50,IN,Refinance_NoCashout,Second_Home,Multi_Family,ServicerA,360
LN001056,2023-01,125603,5.514,700-739,60-70,20-30,OK,Purchase,Primary,Condo,ServicerC,180
LN001057,2022-03,602637,6.142,620-659,80-90,<20,SC,Purchase,Primary,Multi_Family,ServicerD,360
LN001058,2023-01,283329,5.7,660-699,60-70,30-40,PA,Refinance_NoCashout,Primary,Single_Family,ServicerA,360
LN001059,2023-10,349098,5.07,740-779,<60,30-40,OR,Refinance_Cashout,Primary,Condo,ServicerC,360
LN001060,2023-09,272646,6.233,660-699,<60,30-40,MO,Purchase,Investment,Single_Family,ServicerC,360
LN001061,2022-06,207345,4.86,700-739,60-70,30-40,IL,Purchase,Primary,Single_Family,ServicerD,180
LN001062,2023-10,327235,5.676,620-659,80-90,20-30,SC,Refinance_Cashout,Primary,Townhouse,ServicerE,360
LN001063,2022-04,441333,4.708,740-779,70-80,<20,NJ,Purchase,Primary,Townhouse,ServicerE,360
LN001064,2022-09,176445,6.756,<620,70-80,<20,WI,Refinance_Cashout,Primary,Condo,ServicerB,360
LN001065,2022-02,362492,6.812,<620,90-95,30-40,TX,Refinance_Cashout,Primary,Townhouse,ServicerD,180
LN001066,2023-02,507460,5.851,700-739,90-95,30-40,TN,Purchase,Primary,Single_Family,ServicerA,240
LN001067,2023-07,451987,6.258,620-659,70-80,<20,CA,Purchase,Primary,Townhouse,ServicerC,360
LN001068,2022-02,158268,6.361,<620,60-70,30-40,NC,Purchase,Primary,Single_Family,ServicerA,240
LN001069,2023-12,182124,6.509,<620,70-80,<20,KY,Purchase,Primary,Single_Family,ServicerB,180
LN001070,2023-05,402460,5.539,660-699,>95,>50,KY,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN001071,2023-02,187213,4.128,780+,80-90,40-50,GA,Refinance_NoCashout,Investment,Townhouse,ServicerC,360
LN001072,2022-07,227742,6.033,660-699,90-95,<20,MO,Refinance_Cashout,Primary,Single_Family,ServicerE,240
LN001073,2022-03,246456,5.264,660-699,<60,30-40,WA,Refinance_Cashout,Investment,Single_Family,ServicerB,360
LN001074,2022-03,236278,6.82,<620,90-95,>50,CO,Purchase,Primary,Single_Family,ServicerC,240
LN001075,2022-01,250872,5.626,700-739,80-90,20-30,TX,Purchase,Primary,Single_Family,ServicerB,360
LN001076,2022-04,164954,5.177,700-739,>95,<20,TX,Purchase,Primary,Single_Family,ServicerE,360
LN001077,2023-01,184542,5.974,660-699,60-70,40-50,NY,Refinance_Cashout,Investment,Single_Family,ServicerB,360
LN001078,2022-12,131016,4.89,740-779,60-70,20-30,MD,Purchase,Primary,Townhouse,ServicerA,360
LN001079,2022-08,170465,5.83,660-699,80-90,20-30,MI,Purchase,Primary,Condo,ServicerB,240
LN001080,2022-11,102825,5.575,660-699,70-80,30-40,NC,Refinance_Cashout,Second_Home,Condo,ServicerC,360
LN001081,2022-04,464114,5.029,740-779,80-90,20-30,OK,Refinance_Cashout,Primary,Single_Family,ServicerC,240
LN001082,2022-02,89139,6.619,<620,90-95,30-40,IL,Refinance_Cashout,Second_Home,Multi_Family,ServicerE,180
LN001083,2023-06,92379,5.25,740-779,60-70,<20,OK,Purchase,Investment,Single_Family,ServicerA,180
LN001084,2022-12,136734,4.455,740-779,80-90,30-40,MN,Refinance_NoCashout,Second_Home,Single_Family,ServicerA,240
LN001085,2022-07,189672,6.418,<620,70-80,<20,WA,Refinance_Cashout,Second_Home,Multi_Family,ServicerD,360
LN001086,2022-08,150187,4.768,740-779,<60,20-30,FL,Purchase,Primary,Single_Family,ServicerE,240
LN001087,2023-04,111648,4.197,780+,80-90,20-30,MI,Purchase,Primary,Single_Family,ServicerD,180
LN001088,2022-07,117848,6.41,<620,60-70,40-50,TX,Refinance_Cashout,Primary,Single_Family,ServicerE,240
LN001089,2023-05,587573,4.71,700-739,>95,40-50,OR,Purchase,Primary,Single_Family,ServicerA,360
LN001090,2023-09,170869,6.391,<620,>95,30-40,NJ,Refinance_Cashout,Primary,Condo,ServicerE,360
LN001091,2023-10,157863,5.458,700-739,<60,40-50,MI,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN001092,2022-12,242333,5.399,700-739,60-70,30-40,UT,Refinance_NoCashout,Primary,Townhouse,ServicerA,180
LN001093,2023-08,300707,4.86,740-779,90-95,30-40,AL,Purchase,Primary,Single_Family,ServicerD,240
LN001094,2023-04,409155,4.864,740-779,90-95,<20,AL,Purchase,Primary,Condo,ServicerD,240
LN001095,2022-09,113697,4.847,740-779,60-70,40-50,CT,Purchase,Primary,Multi_Family,ServicerD,360
LN001096,2023-11,175972,4.968,740-779,80-90,20-30,MO,Purchase,Primary,Condo,ServicerA,360
LN001097,2022-11,165237,5.039,740-779,>95,20-30,LA,Purchase,Primary,Condo,ServicerA,360
LN001098,2022-07,90757,4.142,740-779,70-80,20-30,MA,Refinance_NoCashout,Primary,Single_Family,ServicerE,360
LN001099,2022-06,153997,5.599,660-699,>95,30-40,CT,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN001100,2023-12,179100,6.06,660-699,>95,20-30,NY,Purchase,Primary,Single_Family,ServicerD,360
LN001101,2022-02,260041,5.597,660-699,90-95,40-50,MI,Purchase,Primary,Townhouse,ServicerA,360
LN001102,2023-04,74219,4.535,740-779,90-95,20-30,MA,Purchase,Primary,Condo,ServicerA,240
LN001103,2023-01,109624,5.95,620-659,70-80,30-40,OH,Refinance_NoCashout,Primary,Single_Family,ServicerE,360
LN001104,2022-05,129530,5.749,700-739,60-70,30-40,MD,Refinance_NoCashout,Primary,Single_Family,ServicerE,360
LN001105,2023-02,213356,5.571,660-699,80-90,20-30,VA,Refinance_NoCashout,Primary,Single_Family,ServicerE,360
LN001106,2022-05,340854,4.591,740-779,80-90,40-50,MN,Purchase,Primary,Single_Family,ServicerC,180
LN001107,2023-07,85752,5.725,660-699,70-80,>50,CT,Refinance_Cashout,Investment,Multi_Family,ServicerC,360
LN001108,2022-09,130220,6.266,620-659,70-80,30-40,KY,Refinance_Cashout,Primary,Single_Family,ServicerA,360
LN001109,2022-08,235034,4.348,740-779,80-90,40-50,WI,Purchase,Primary,Single_Family,ServicerD,360
LN001110,2022-03,121627,5.812,<620,70-80,30-40,TN,Purchase,Primary,Townhouse,ServicerE,360
LN001111,2023-09,133635,4.641,740-779,80-90,>50,IN,Purchase,Primary,Single_Family,ServicerC,360
LN001112,2023-12,91625,4.905,740-779,60-70,40-50,CO,Purchase,Second_Home,Multi_Family,ServicerA,360
LN001113,2023-08,463450,5.561,660-699,80-90,30-40,WA,Purchase,Investment,Single_Family,ServicerB,240
LN001114,2023-03,239213,4.575,740-779,90-95,<20,MI,Refinance_Cashout,Primary,Multi_Family,ServicerB,240
LN001115,2022-09,216695,5.412,700-739,70-80,30-40,IL,Purchase,Primary,Townhouse,ServicerE,180
LN001116,2023-03,131904,5.671,660-699,80-90,20-30,OH,Purchase,Primary,Single_Family,ServicerD,360
LN001117,2022-09,218455,6.343,<620,80-90,30-40,NJ,Refinance_Cashout,Primary,Townhouse,ServicerA,240
LN001118,2022-11,341974,5.062,700-739,80-90,20-30,MN,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN001119,2022-07,127247,5.474,700-739,80-90,30-40,MN,Refinance_Cashout,Primary,Townhouse,ServicerD,360
LN001120,2023-09,234338,4.667,780+,>95,30-40,AZ,Purchase,Primary,Single_Family,ServicerA,360
LN001121,2023-07,102908,4.705,740-779,80-90,30-40,CO,Purchase,Primary,Single_Family,ServicerA,240
LN001122,2023-10,264362,5.196,700-739,70-80,40-50,MO,Refinance_Cashout,Primary,Multi_Family,ServicerB,360
LN001123,2023-09,220091,5.215,700-739,70-80,30-40,OH,Purchase,Primary,Single_Family,ServicerA,360
LN001124,2023-06,83422,5.892,660-699,70-80,20-30,OR,Refinance_Cashout,Investment,Multi_Family,ServicerA,360
LN001125,2023-09,326958,5.446,660-699,80-90,20-30,KY,Purchase,Primary,Condo,ServicerB,180
LN001126,2023-03,98455,5.514,660-699,90-95,<20,TN,Refinance_Cashout,Second_Home,Condo,ServicerC,360
LN001127,2023-11,209559,5.828,660-699,>95,<20,GA,Purchase,Primary,Townhouse,ServicerC,180
LN001128,2023-05,370105,5.304,660-699,70-80,20-30,IL,Purchase,Primary,Single_Family,ServicerE,360
LN001129,2022-07,217181,4.868,700-739,90-95,20-30,PA,Refinance_NoCashout,Primary,Multi_Family,ServicerE,360
LN001130,2023-02,117391,4.038,740-779,>95,20-30,AL,Refinance_Cashout,Second_Home,Single_Family,ServicerE,360
LN001131,2022-09,136061,4.712,740-779,80-90,40-50,MO,Refinance_Cashout,Investment,Condo,ServicerA,360
LN001132,2023-09,558269,5.582,660-699,80-90,30-40,UT,Purchase,Primary,Condo,ServicerB,360
LN001133,2022-04,401815,5.843,700-739,70-80,40-50,AZ,Refinance_NoCashout,Primary,Townhouse,ServicerE,180
LN001134,2022-05,105285,5.687,660-699,70-80,20-30,SC,Purchase,Primary,Condo,ServicerE,360
LN001135,2022-08,348895,5.894,660-699,90-95,20-30,FL,Purchase,Primary,Single_Family,ServicerA,240
LN001136,2023-04,280182,4.97,700-739,60-70,30-40,OR,Purchase,Primary,Single_Family,ServicerD,360
LN001137,2023-11,205993,5.198,780+,70-80,40-50,VA,Purchase,Primary,Townhouse,ServicerE,360
LN001138,2023-11,202343,5.404,660-699,<60,>50,TN,Purchase,Investment,Townhouse,ServicerA,360
LN001139,2022-11,382342,6.476,<620,90-95,<20,MI,Refinance_NoCashout,Primary,Single_Family,ServicerE,240
LN001140,2022-09,230051,5.154,660-699,<60,30-40,AZ,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN001141,2022-05,190114,5.17,740-779,60-70,20-30,NC,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN001142,2023-02,185518,6.08,<620,60-70,30-40,OK,Refinance_Cashout,Primary,Single_Family,ServicerC,180
LN001143,2022-04,259002,4.959,700-739,>95,30-40,CT,Refinance_Cashout,Primary,Condo,ServicerB,360
LN001144,2022-10,413048,5.182,660-699,70-80,20-30,AL,Refinance_Cashout,Primary,Single_Family,ServicerC,180
LN001145,2022-09,196088,5.683,700-739,>95,20-30,TN,Refinance_NoCashout,Investment,Single_Family,ServicerB,360
LN001146,2023-09,277231,4.443,740-779,80-90,20-30,OR,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN001147,2022-10,111351,6.158,660-699,70-80,<20,SC,Purchase,Primary,Condo,ServicerA,360
LN001148,2023-12,302763,5.0,740-779,60-70,20-30,WI,Purchase,Primary,Single_Family,ServicerE,360
LN001149,2023-04,172315,5.291,660-699,80-90,<20,IN,Purchase,Investment,Multi_Family,ServicerD,360
LN001150,2023-12,137497,4.982,740-779,<60,40-50,NC,Purchase,Second_Home,Townhouse,ServicerA,360
LN001151,2023-01,220262,4.936,740-779,90-95,40-50,OK,Purchase,Primary,Single_Family,ServicerE,360
LN001152,2023-06,250416,6.007,620-659,80-90,<20,AL,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN001153,2023-09,180033,6.112,620-659,>95,<20,AL,Purchase,Primary,Single_Family,ServicerD,360
LN001154,2023-04,158343,5.194,700-739,80-90,40-50,NC,Refinance_NoCashout,Primary,Single_Family,ServicerA,360
LN001155,2023-10,209153,6.027,660-699,70-80,40-50,IN,Purchase,Primary,Single_Family,ServicerD,180
LN001156,2022-07,70717,4.878,740-779,60-70,<20,NY,Purchase,Primary,Single_Family,ServicerC,360
LN001157,2023-01,227259,4.23,780+,90-95,30-40,IL,Purchase,Primary,Single_Family,ServicerD,180
LN001158,2023-06,149645,6.294,<620,80-90,40-50,AL,Purchase,Primary,Multi_Family,ServicerE,360
LN001159,2023-05,509571,5.457,700-739,80-90,30-40,MA,Refinance_Cashout,Investment,Condo,ServicerA,360
LN001160,2023-05,180827,6.224,620-659,<60,>50,OK,Purchase,Investment,Townhouse,ServicerC,240
LN001161,2023-05,166872,5.692,700-739,90-95,40-50,TN,Refinance_Cashout,Primary,Single_Family,ServicerD,180
LN001162,2023-09,204476,6.828,<620,<60,>50,SC,Purchase,Second_Home,Single_Family,ServicerD,360
LN001163,2022-12,162791,5.73,660-699,80-90,<20,MI,Purchase,Investment,Single_Family,ServicerA,240
LN001164,2022-04,228966,4.773,740-779,70-80,>50,IL,Refinance_Cashout,Primary,Multi_Family,ServicerD,240
LN001165,2023-11,136095,5.355,700-739,60-70,30-40,CO,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN001166,2022-04,186678,4.559,740-779,>95,<20,WI,Purchase,Primary,Townhouse,ServicerD,360
LN001167,2022-11,305650,5.838,660-699,70-80,40-50,NJ,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN001168,2023-08,440052,4.275,740-779,80-90,30-40,VA,Purchase,Primary,Single_Family,ServicerE,240
LN001169,2022-10,193206,4.982,700-739,60-70,20-30,NC,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN001170,2022-04,205185,4.408,700-739,80-90,30-40,FL,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN001171,2022-04,348772,5.419,660-699,90-95,30-40,VA,Purchase,Investment,Single_Family,ServicerB,360
LN001172,2022-08,401695,7.183,<620,80-90,20-30,UT,Refinance_NoCashout,Investment,Single_Family,ServicerB,240
LN001173,2023-02,286452,4.43,780+,60-70,20-30,GA,Purchase,Investment,Townhouse,ServicerA,240
LN001174,2022-02,207824,5.066,700-739,90-95,20-30,AL,Purchase,Primary,Townhouse,ServicerC,360
LN001175,2023-07,199782,4.944,700-739,90-95,<20,CA,Purchase,Primary,Condo,ServicerB,360
LN001176,2022-02,167333,4.386,740-779,70-80,>50,AL,Purchase,Primary,Condo,ServicerE,360
LN001177,2023-05,213419,5.023,780+,>95,30-40,OR,Refinance_Cashout,Primary,Single_Family,ServicerA,240
LN001178,2023-12,178803,6.675,<620,60-70,<20,MA,Refinance_NoCashout,Primary,Single_Family,ServicerA,180
LN001179,2023-09,217328,3.819,780+,80-90,30-40,LA,Purchase,Second_Home,Condo,ServicerC,360
LN001180,2023-08,292250,4.961,700-739,60-70,30-40,OH,Purchase,Primary,Townhouse,ServicerC,360
LN001181,2023-05,134215,5.46,700-739,90-95,20-30,MD,Refinance_NoCashout,Primary,Single_Family,ServicerA,180
LN001182,2023-04,314910,5.297,740-779,70-80,<20,KY,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN001183,2022-01,105042,5.047,740-779,80-90,30-40,MA,Refinance_Cashout,Primary,Townhouse,ServicerE,360
LN001184,2023-10,198736,5.648,620-659,70-80,40-50,WI,Purchase,Primary,Townhouse,ServicerD,360
LN001185,2023-04,79783,5.02,700-739,70-80,20-30,WA,Purchase,Investment,Condo,ServicerA,180
LN001186,2023-03,338995,5.326,700-739,90-95,30-40,MN,Purchase,Primary,Single_Family,ServicerC,360
LN001187,2023-06,326514,5.577,660-699,60-70,20-30,TN,Purchase,Primary,Single_Family,ServicerE,360
LN001188,2022-11,198615,5.309,740-779,60-70,20-30,CA,Refinance_Cashout,Primary,Multi_Family,ServicerB,360
LN001189,2022-07,299919,4.238,780+,80-90,20-30,TN,Purchase,Second_Home,Townhouse,ServicerC,240
LN001190,2022-10,183028,5.707,660-699,80-90,20-30,FL,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN001191,2022-08,375648,5.149,660-699,70-80,20-30,WI,Purchase,Primary,Single_Family,ServicerB,360
LN001192,2023-12,69107,5.419,740-779,>95,30-40,AZ,Purchase,Primary,Multi_Family,ServicerB,360
LN001193,2022-07,211129,6.096,620-659,60-70,30-40,FL,Purchase,Primary,Single_Family,ServicerB,360
LN001194,2022-01,463749,4.54,780+,90-95,20-30,WI,Refinance_NoCashout,Primary,Condo,ServicerE,360
LN001195,2022-10,200396,4.253,780+,>95,20-30,MO,Refinance_NoCashout,Primary,Townhouse,ServicerD,360
LN001196,2023-11,238852,5.853,620-659,80-90,20-30,PA,Refinance_Cashout,Primary,Multi_Family,ServicerD,360
LN001197,2023-06,224954,4.494,740-779,80-90,>50,AL,Purchase,Primary,Single_Family,ServicerB,360
LN001198,2023-07,251792,5.348,700-739,<60,30-40,CT,Refinance_Cashout,Primary,Condo,ServicerC,360
LN001199,2023-01,241204,5.747,660-699,70-80,40-50,TX,Purchase,Primary,Townhouse,ServicerA,180
LN001200,2022-09,115178,5.605,660-699,70-80,20-30,WI,Purchase,Investment,Single_Family,ServicerD,360
LN001201,2023-02,303869,6.317,620-659,70-80,<20,NJ,Purchase,Investment,Single_Family,ServicerE,360
LN001202,2023-12,139698,6.638,620-659,<60,30-40,MI,Refinance_NoCashout,Primary,Single_Family,ServicerE,180
LN001203,2022-04,207934,5.182,700-739,80-90,20-30,OH,Refinance_Cashout,Investment,Single_Family,ServicerB,360
LN001204,2022-02,181466,4.692,740-779,90-95,40-50,LA,Refinance_Cashout,Primary,Condo,ServicerC,360
LN001205,2022-10,217355,5.688,660-699,60-70,20-30,MA,Refinance_Cashout,Primary,Single_Family,ServicerB,240
LN001206,2022-01,128824,4.832,740-779,70-80,20-30,TN,Purchase,Investment,Single_Family,ServicerE,360
LN001207,2022-03,149715,4.731,740-779,70-80,30-40,VA,Refinance_NoCashout,Second_Home,Multi_Family,ServicerB,360
LN001208,2022-04,105256,5.768,660-699,80-90,40-50,CT,Refinance_Cashout,Second_Home,Single_Family,ServicerD,360
LN001209,2023-09,126992,5.288,700-739,70-80,>50,IN,Refinance_NoCashout,Second_Home,Single_Family,ServicerA,240
LN001210,2023-01,157463,5.504,700-739,90-95,30-40,VA,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN001211,2022-08,154188,6.353,620-659,80-90,20-30,NC,Purchase,Primary,Single_Family,ServicerC,360
LN001212,2023-04,577616,6.079,620-659,80-90,30-40,AL,Purchase,Primary,Townhouse,ServicerD,240
LN001213,2023-07,311622,4.893,740-779,60-70,30-40,NC,Refinance_NoCashout,Primary,Condo,ServicerD,360
LN001214,2022-07,468696,4.944,740-779,60-70,<20,OK,Refinance_NoCashout,Investment,Multi_Family,ServicerE,360
LN001215,2022-08,89444,5.115,740-779,<60,20-30,OR,Refinance_NoCashout,Primary,Single_Family,ServicerE,240
LN001216,2023-06,401906,6.818,<620,80-90,30-40,NC,Purchase,Primary,Single_Family,ServicerC,360
LN001217,2022-09,244367,6.49,<620,60-70,20-30,WI,Refinance_Cashout,Investment,Condo,ServicerB,360
LN001218,2023-01,141341,5.479,660-699,60-70,30-40,OK,Purchase,Primary,Condo,ServicerA,180
LN001219,2023-12,142945,5.828,660-699,>95,30-40,KY,Refinance_Cashout,Primary,Townhouse,ServicerD,240
LN001220,2022-05,224325,5.219,700-739,90-95,20-30,IL,Purchase,Investment,Single_Family,ServicerD,360
LN001221,2022-01,180175,5.963,660-699,70-80,40-50,MN,Purchase,Primary,Single_Family,ServicerB,360
LN001222,2023-03,303227,4.804,740-779,70-80,20-30,OK,Refinance_Cashout,Second_Home,Single_Family,ServicerA,360
LN001223,2022-03,800000,5.235,700-739,70-80,30-40,CA,Refinance_Cashout,Second_Home,Multi_Family,ServicerB,180
LN001224,2022-03,208918,4.952,740-779,80-90,20-30,OR,Purchase,Primary,Multi_Family,ServicerD,360
LN001225,2022-04,166516,5.358,700-739,90-95,20-30,NY,Purchase,Primary,Multi_Family,ServicerE,180
LN001226,2023-10,268349,6.281,<620,<60,30-40,WI,Refinance_Cashout,Primary,Multi_Family,ServicerA,360
LN001227,2022-07,174300,5.575,660-699,90-95,20-30,OH,Refinance_NoCashout,Primary,Single_Family,ServicerD,240
LN001228,2023-07,112450,5.685,660-699,90-95,20-30,TN,Refinance_Cashout,Investment,Single_Family,ServicerA,360
LN001229,2022-07,215696,4.949,780+,90-95,<20,PA,Refinance_Cashout,Primary,Condo,ServicerD,240
LN001230,2022-09,730136,5.458,660-699,<60,20-30,TX,Purchase,Primary,Condo,ServicerE,180
LN001231,2022-12,175667,4.557,740-779,60-70,<20,MI,Refinance_NoCashout,Primary,Condo,ServicerD,240
LN001232,2023-06,201228,5.054,700-739,70-80,20-30,MA,Refinance_NoCashout,Primary,Townhouse,ServicerD,360
LN001233,2023-02,331636,4.789,740-779,90-95,30-40,MA,Purchase,Second_Home,Single_Family,ServicerC,360
LN001234,2023-11,106346,4.296,780+,70-80,20-30,MD,Purchase,Primary,Single_Family,ServicerA,360
LN001235,2023-10,77816,5.154,700-739,60-70,<20,NY,Purchase,Primary,Single_Family,ServicerC,360
LN001236,2023-06,94545,6.015,620-659,<60,30-40,NY,Purchase,Investment,Multi_Family,ServicerC,180
LN001237,2022-12,377712,4.43,740-779,>95,40-50,CO,Purchase,Primary,Townhouse,ServicerE,180
LN001238,2022-01,179073,5.911,660-699,60-70,<20,VA,Refinance_Cashout,Primary,Multi_Family,ServicerB,360
LN001239,2023-03,166726,5.48,660-699,<60,40-50,PA,Refinance_Cashout,Primary,Condo,ServicerD,240
LN001240,2022-06,414762,5.104,780+,70-80,40-50,CA,Purchase,Primary,Single_Family,ServicerD,360
LN001241,2023-04,165626,5.645,740-779,70-80,<20,IN,Refinance_Cashout,Primary,Townhouse,ServicerB,360
LN001242,2022-12,247088,6.471,<620,60-70,40-50,IN,Purchase,Primary,Condo,ServicerA,360
